train label,class id,species
2320,166903,Calicotome villosa (Poir.) Link
2321,166953,Calliandra brenesii Standl.
2322,166955,Calliandra brevipes Benth.
2323,166957,Calliandra californica Benth.
2324,167009,Calliandra haematocephala Hassk.
2325,167017,Calliandra humilis Benth.
2326,167059,Calliandra peninsularis Rose
2327,167073,Calliandra rhodocephala Donn.Sm.
2328,167096,Calliandra tergemina (L.) Benth.
2329,167139,Calopogonium mucunoides Desv.
2330,167250,Canavalia africana Dunn
2331,167256,Canavalia bonariensis Lindl.
2332,167260,Canavalia cathartica Thouars
2333,167266,Canavalia ensiformis (L.) DC.
2334,16730,Daucus carota L.
2335,167309,Canavalia rosea (Sw.) DC.
2336,167317,Canavalia villosa Benth.
2337,167383,Caragana opulens Kom.
2338,167428,Carmichaelia compacta Petrie
2339,167429,Carmichaelia corrugata Colenso
2340,167443,Carmichaelia kirkii Hook.
2341,167445,Carmichaelia monroi Hook.
2342,167448,Carmichaelia odorata Hook.
2343,16745,Daucus pusillus Michx.
2344,167451,Carmichaelia petriei Kirk
2345,167460,Carmichaelia uniflora Kirk
2346,167463,Carmichaelia williamsii Kirk
2347,167471,Cassia afrofistula Brenan
2348,167500,Cassia fistula L.
2349,167509,Cassia javanica L.
2350,167512,Cassia leiandra Benth.
2351,167525,Cassia moschata Kunth
2352,167632,Centrosema molle Benth.
2353,167651,Centrosema virginianum (L.) Benth.
2354,167654,Ceratonia siliqua L.
2355,167661,Cercis canadensis L.
2356,167663,Cercis chinensis Bunge
2357,167671,Cercis siliquastrum L.
2358,167813,Chamaecrista diphylla (L.) Greene
2359,167833,Chamaecrista fasciculata (Michx.) Greene
2360,167837,Chamaecrista flexuosa (L.) Greene
2361,167908,Chamaecrista mimosoides (L.) Greene
2362,167977,Chamaecrista rotundifolia (Pers.) Greene
2363,168043,Chamaecytisus prolifer (L. f.) Link
2364,168167,Cicer arietinum L.
2365,168257,Clitoria glaberrima Pittier
2366,168258,Clitoria guianensis (Aubl.) Benth.
2367,168276,Clitoria mariana L.
2368,168296,Clitoria ternatea L.
2369,168365,Cologania angustifolia Kunth
2370,168378,Colophospermum mopane (Benth.) Leonard
2371,168384,Colutea arborescens L.
2372,168535,Cordyla africana Lour.
2373,168553,Coronilla minima L.
2374,168555,Coronilla repanda (Poir.) Guss.
2375,168556,Coronilla scorpioides (L.) Koch
2376,168558,Coronilla valentina L.
2377,168574,Coursetia caribaea (Jacq.) Lavin
2378,168587,Coursetia heterantha (Griseb.) Lavin
2379,16867,Echinophora spinosa L.
2380,168716,Craibia brevicaudata (Vatke) Dunn
2381,168759,Crotalaria alexandri Baker f.
2382,168784,Crotalaria assamica Benth.
2383,168857,Crotalaria caudata Baker
2384,168875,Crotalaria comosa Baker
2385,168895,Crotalaria cylindrocarpa DC.
2386,168961,Crotalaria filicaulis Baker
2387,168977,Crotalaria glauca Willd.
2388,169024,Crotalaria incana L.
2389,169069,Crotalaria laburnifolia L.
2390,169122,Crotalaria macrocalyx Benth.
2391,169136,Crotalaria maypurensis Kunth
2392,169174,Crotalaria naragutensis Hutch.
2393,169207,Crotalaria pallida Aiton
2394,169226,Crotalaria perrottetii DC.
2395,169274,Crotalaria pumila Ortega
2396,16928,Erigenia bulbosa (Michx.) Nutt.
2397,169293,Crotalaria retusa L.
2398,169311,Crotalaria sagittalis L.
2399,169333,Crotalaria shirensis (Baker f.) Milne-Redh.
2400,169346,Crotalaria sphaerocarpa DC.
2401,169387,Crotalaria trichotoma Bojer
2402,16941,Eryngium agavifolium Griseb.
2403,169416,Crotalaria variegata Baker
2404,169423,Crotalaria verrucosa L.
2405,16947,Eryngium amethystinum L.
2406,169508,Cryptosepalum maraviense Oliv.
2407,16955,Eryngium aristulatum Jeps.
2408,16957,Eryngium aromaticum Baldwin
2409,169639,Cynometra oaxacana Brandegee
2410,169703,Cytisus filipes Webb
2411,169708,Cytisus hirsutus L.
2412,169720,Cytisus multiflorus (L'Her.) Sweet
2413,16973,Eryngium bourgatii Gouan
2414,169733,Cytisus purpureus Scop.
2415,169739,Cytisus scoparius (L.) Link
2416,169742,Cytisus striatus (Hill) Rothm.
2417,169750,Cytisus villosus Pourr.
2418,169770,Dalbergia arbutifolia Baker
2419,169785,Dalbergia boehmii Taub.
2420,169842,Dalbergia ecastaphyllum (L.) Taub.
2421,169852,Dalbergia fischeri Taub.
2422,169871,Dalbergia glomerata Hemsl.
2423,169910,Dalbergia lactea Vatke
2424,169952,Dalbergia nitidula Baker
2425,169983,Dalbergia retusa Hemsl.
2426,170006,Dalbergia sissoo DC.
2427,170044,Dalbergiella nyassae Baker f.
2428,170057,Dalea aurea C.Fraser
2429,170062,Dalea bicolor Willd.
2430,170079,Dalea compacta Spreng.
2431,170087,Dalea cylindriceps Barneby
2432,170102,Dalea feayi (Chapman) Barneby
2433,170109,Dalea formosa Torr.
2434,17012,Eryngium dilatatum Lam.
2435,170134,Dalea lanata Spreng.
2436,170143,Dalea lutea (Cav.) Willd.
2437,170150,Dalea mollis Benth.
2438,170154,Dalea multiflora (Nutt.) Shinners
2439,17017,Eryngium ebracteatum Lam.
2440,170179,Dalea prostrata Ortega
2441,170182,Dalea purpurea Vent.
2442,170193,Dalea saffordii (Rose) Bullock
2443,170222,Dalea versicolor Zucc.
2444,170346,Decorsea schlechteri (Harms) Verdc.
2445,170375,Delonix regia (Hook.) Raf.
2446,170512,Desmanthus pernambucanus (L.) Thell.
2447,170551,Desmodium barbatum (L.) Benth.
2448,17056,Eryngium heterophyllum Engelm.
2449,170569,Desmodium canadense (L.) DC.
2450,17057,Eryngium hookeri Walp.
2451,17058,Eryngium horminoides DC.
2452,170593,Desmodium cuspidatum (Willd.) Loudon
2453,170617,Desmodium gangeticum (L.) DC.
2454,170650,Desmodium incanum DC.
2455,170653,Desmodium intortum (Mill.) Urb.
2456,170691,Desmodium michauxii (Vail) Daniels
2457,170707,Desmodium nudiflorum (L.) DC.
2458,170754,Desmodium purpusii Brandegee
2459,170772,Desmodium salicifolium (Poir.) DC.
2460,17082,Eryngium longifolium Cav.
2461,170821,Desmodium tortuosum (Sw.) DC.
2462,170827,Desmodium uncinatum (Jacq.) DC.
2463,170831,Desmodium velutinum (Willd.) DC.
2464,170880,Dialium guineense Willd.
2465,17090,Eryngium maritimum L.
2466,171,Aphelandra aurantiaca (Scheidw.) Lindl.
2467,171014,Dimorphandra gardneriana Tul.
2468,171068,Dioclea malacocarpa Ducke
2469,171070,Dioclea megacarpa Rolfe
2470,171091,Dioclea violacea Benth.
2471,171106,Diphysa humilis Oerst.
2472,171137,Dipogon lignosus (L.) Verdc.
2473,171139,Dipteryx alata Vogel
2474,171207,Dolichos kilimandscharicus Taub.
2475,17122,Eryngium planum L.
2476,171239,Dolichos trinervatus Baker
2477,171250,Dorycnium hirsutum (L.) Ser.
2478,171251,Dorycnium pentaphyllum Scop.
2479,171252,Dorycnium rectum (L.) Ser.
2480,171296,Dumasia villosa DC.
2481,17130,Eryngium prostratum Nutt. ex DC.
2482,17131,Eryngium proteiflorum F.Delaroche
2483,171387,Elephantorrhiza goetzei (Harms) Harms
2484,171437,Entada chrysostachys (Benth.) Drake
2485,171471,Enterolobium contortisiliquum (Vell.) Morong
2486,171472,Enterolobium cyclocarpum (Jacq.) Griseb.
2487,171480,Enterolobium schomburgkii (Benth.) Benth.
2488,171512,Eriosema affine De Wild.
2489,171530,Eriosema buchananii Baker f.
2490,171536,Eriosema chrysadenium Taub.
2491,171553,Eriosema ellipticum Baker
2492,171554,Eriosema englerianum Harms
2493,171566,Eriosema griseum Baker
2494,171604,Eriosema pauciflorum Klotzsch
2495,171619,Eriosema pulcherrimum Taub.
2496,171666,Erophaca baetica (L.) Boiss.
2497,171675,Ervum cracca (L.) Trautv.
2498,171680,Erythrina abyssinica DC.
2499,171693,Erythrina berteroana Urb.
2500,171712,Erythrina crista-galli L.
2501,171718,Erythrina edulis Micheli
2502,171724,Erythrina flabelliformis Kearney
2503,171728,Erythrina gibbosa Cufod.
2504,171731,Erythrina goldmanii Standl.
2505,171738,Erythrina herbacea L.
2506,171742,Erythrina humeana Spreng.
2507,171746,Erythrina lanceolata Standl.
2508,171750,Erythrina leptorhiza DC.
2509,171751,Erythrina livingstoniana Baker
2510,171752,Erythrina lysistemon Hutch.
2511,171778,Erythrina sandwicensis Degener
2512,171783,Erythrina sigmoidea Hua
2513,171810,Erythrophleum africanum (Benth.) Harms
2514,17182,Eryngium vesiculosum Labill.
2515,171861,Eysenhardtia polystachya (Ortega) Sarg.
2516,171866,Eysenhardtia texana Scheele
2517,17188,Eryngium yuccifolium Michx.
2518,17199,Falcaria vulgaris Bernh.
2519,1720,Henrya insularis Nees
2520,172117,Galactia glabella Michx.
2521,172195,Galega officinalis L.
2522,172196,Galega orientalis Lam.
2523,172312,Genista aetnensis (Biv.) DC.
2524,172315,Genista anglica L.
2525,172350,Genista germanica L.
2526,172390,Genista pilosa L.
2527,172395,Genista radiata (L.) Scop.
2528,172397,Genista sagittalis L.
2529,172403,Genista scorpius (L.) DC.
2530,172422,Genista tinctoria L.
2531,172426,Genista triacanthos Brot.
2532,172446,Gigasiphon macrosiphon (Harms) Brenan
2533,172483,Gleditsia aquatica Marshall
2534,172496,Gleditsia triacanthos L.
2535,172501,Gliricidia sepium (Jacq.) Walp.
2536,172514,Glycine max (L.) Merr.
2537,172520,Glycine wrightii Lopez
2538,172537,Glycyrrhiza glabra L.
2539,172542,Glycyrrhiza lepidota Pursh
2540,172626,Guibourtia coleosperma (Benth.) Leonard
2541,172639,Guilandina divergens (Urb.) Britton
2542,172655,Haematoxylum campechianum L.
2543,172660,Halimodendron halodendron (Pall.) Voss
2544,172970,Hippocrepis comosa L.
2545,172988,Hippocrepis unisiliquosa L.
2546,172999,Hoffmannseggia glauca (Ortega) Eifert
2547,173003,Hoffmannseggia microphylla Torr.
2548,173020,Hoita macrostachya (DC.) Rydb.
2549,173033,Hosackia crassifolia Benth.
2550,173034,Hosackia gracilis Benth.
2551,173039,Hosackia oblongifolia Benth.
2552,173043,Hosackia rosea Eastw.
2553,173044,Hosackia stipularis Benth.
2554,173087,Humboldtia brunonis Wall.
2555,173155,Hymenaea courbaril L.
2556,173270,Indigofera astragalina DC.
2557,173345,Indigofera circinnata Harv.
2558,173396,Indigofera demissa Taub.
2559,173451,Indigofera flavicans Baker
2560,173463,Indigofera gairdnerae Baker f.
2561,173509,Indigofera hirsuta L.
2562,173593,Indigofera lyallii Baker
2563,173630,Indigofera miniata Ortega
2564,173727,Indigofera praticola Baker f.
2565,173793,Indigofera setiflora Baker
2566,173809,Indigofera spicata Forssk.
2567,173828,Indigofera suffruticosa Mill.
2568,173856,Indigofera tinctoria L.
2569,173908,Inga acuminata Benth.
2570,173982,Inga chocoensis T.S.Elias
2571,174017,Inga edulis Mart.
2572,174033,Inga feuilleei DC.
2573,174078,Inga jinicuil Schltdl.
2574,174091,Inga laurina (Sw.) Willd.
2575,174149,Inga oerstediana Benth.
2576,174194,Inga rubiginosa (Rich.) DC.
2577,174205,Inga sapindoides Willd.
2578,174221,Inga spectabilis (Vahl) Willd.
2579,174286,Inocarpus fagifer (Parkinson) Fosberg
2580,174390,Julbernardia globiflora (Benth.) Troupin
2581,174395,Julbernardia paniculata (Benth.) Troupin
2582,174408,Kennedia coccinea Vent.
2583,174465,Kotschya thymodora (Baker f.) Wild
2584,174477,Kummerowia striata (Thunb.) Schindl.
2585,174504,Lablab purpureus (L.) Sweet
2586,174510,Laburnum anagyroides Medik.
2587,174511,Laburnum watereri (Wettst.) Dippel
2588,174529,Lathyrus angulatus L.
2589,174532,Lathyrus aphaca L.
2590,174544,Lathyrus brachycalyx Rydb.
2591,174551,Lathyrus cicera L.
2592,174554,Lathyrus clymenum L.
2593,174570,Lathyrus glandulosus Broich
2594,174578,Lathyrus heterophyllus L.
2595,174580,Lathyrus hirsutus L.
2596,174588,Lathyrus japonicus Willd.
2597,174589,Lathyrus jepsonii Greene
2598,174594,Lathyrus laetiflorus Greene
2599,174605,Lathyrus linifolius (Reichard) Bassler
2600,174619,Lathyrus niger (L.) Bernh.
2601,174621,Lathyrus nissolia L.
2602,174626,Lathyrus ochrus (L.) DC.
2603,174627,Lathyrus odoratus L.
2604,174629,Lathyrus palustris L.
2605,174637,Lathyrus pauciflorus Fernald
2606,174641,Lathyrus pratensis L.
2607,174652,Lathyrus sphaericus Retz.
2608,174653,Lathyrus splendens Kellogg
2609,174659,Lathyrus sylvestris L.
2610,174662,Lathyrus tingitanus L.
2611,174672,Lathyrus tuberosus L.
2612,174678,Lathyrus vernus (L.) Bernh.
2613,174748,Lembotropis nigricans (L.) Griseb.
2614,174756,Lennea viridiflora Seem.
2615,174826,Lespedeza bicolor Turcz.
2616,174830,Lespedeza capitata Michx.
2617,174846,Lespedeza hirta (L.) Hornem.
2618,174876,Lespedeza violacea (L.) Pers.
2619,174878,Lespedeza virginica (L.) Britton
2620,174962,Leucaena retusa Benth.
2621,175063,Lonchocarpus emarginatus Pittier
2622,175066,Lonchocarpus eriocarinalis Micheli
2623,175079,Lonchocarpus guatemalensis Benth.
2624,175087,Lonchocarpus hondurensis Benth.
2625,175089,Lonchocarpus hughesii M.Sousa
2626,175161,Lonchocarpus parviflorus Benth.
2627,175175,Lonchocarpus punctatus Kunth
2628,175185,Lonchocarpus rugosus Benth.
2629,17533,Hacquetia epipactis (Scop.) DC.
2630,175479,Lotus alpinus (DC.) Ramond
2631,175481,Lotus angustissimus L.
2632,175513,Lotus creticus L.
2633,175515,Lotus cytisoides L.
2634,175523,Lotus edulis L.
2635,175532,Lotus glaber Mill.
2636,175562,Lotus maritimus L.
2637,175570,Lotus namulensis Brand
2638,175575,Lotus ornithopodioides L.
2639,175606,Lotus subbiflorus Lag.
2640,175609,Lotus tetragonolobus L.
2641,175642,Lupinus albicaulis Douglas
2642,175643,Lupinus albifrons Benth.
2643,175681,Lupinus arbustus Lindl.
2644,175687,Lupinus argenteus Pursh
2645,175717,Lupinus bicolor Lindl.
2646,175763,Lupinus chamissonis Eschsch.
2647,17578,Heracleum maximum W. Bartram
2648,175795,Lupinus covillei Greene
2649,175798,Lupinus croceus Eastw.
2650,175814,Lupinus densiflorus Benth.
2651,175824,Lupinus duranii Eastw.
2652,175893,Lupinus hirsutissimus Benth.
2653,175908,Lupinus hyacinthinus C.F.Baker
2654,175956,Lupinus leucophyllus Lindl.
2655,175961,Lupinus littoralis Lindl.
2656,175965,Lupinus ludovicianus Greene
2657,175967,Lupinus luteolus Kellogg
2658,175969,Lupinus luteus L.
2659,176006,Lupinus montanus Kunth
2660,176008,Lupinus montigenus A. Heller
2661,176016,Lupinus nanus Benth.
2662,176020,Lupinus neomexicanus Greene
2663,176032,Lupinus obtusilobus A.Heller
2664,176039,Lupinus oreganus A.Heller
2665,176081,Lupinus pilosus L.
2666,1761,Hygrophila auriculata (Schumach.) Heine
2667,176115,Lupinus pusillus Pursh
2668,176157,Lupinus sericatus Kellogg
2669,176158,Lupinus sericeus Pursh
2670,176173,Lupinus sparsiflorus Benth.
2671,176174,Lupinus spectabilis Hoover
2672,176179,Lupinus stiversii Kellogg
2673,176182,Lupinus subcarnosus Hook.
2674,176194,Lupinus sulphureus Hook.
2675,176212,Lupinus tidestromii Greene
2676,176233,Lupinus variicolor Steud.
2677,176260,Lygos raetam (Forssk.) Heyw.
2678,176285,Maackia amurensis Rupr.
2679,176297,Machaerium acutifolium Vogel
2680,176301,Machaerium arboreum (Jacq.) Vogel
2681,176305,Machaerium biovulatum Micheli
2682,176368,Machaerium kegelii Meissner
2683,176426,Machaerium seemannii Seem.
2684,176536,Macroptilium atropurpureum (DC.) Urb.
2685,176547,Macroptilium lathyroides (L.) Urb.
2686,176703,Maughania rhodocarpa (Baker) Hauman
2687,176714,Medicago arabica (L.) Huds.
2688,176715,Medicago arborea L.
2689,176728,Medicago coronata (L.) Bartal.
2690,176758,Medicago littoralis Loisel.
2691,176759,Medicago lupulina L.
2692,176760,Medicago marina L.
2693,176763,Medicago minima (L.) L.
2694,176769,Medicago orbicularis (L.) Bartal.
2695,176780,Medicago polymorpha L.
2696,176798,Medicago scutellata (L.) Mill.
2697,176809,Medicago truncatula Gaertn.
2698,176858,Meibomia illinoensis (A. Gray) Kuntze
2699,1769,Hygrophila corymbosa (Blume) Lindau
2700,176927,Melilotus altissimus Thuill.
2701,176945,Melilotus sulcatus Desf.
2702,17695,Lagoecia cuminoides L.
2703,1770,Hygrophila costata Nees
2704,17708,Laserpitium latifolium L.
2705,177212,Millettia stuhlmannii Taub.
2706,177227,Millettia usaramensis Taub.
2707,177246,Mimosa aculeaticarpa Ortega
2708,177257,Mimosa albida Willd.
2709,177346,Mimosa camporum Benth.
2710,177354,Mimosa casta L.
2711,177361,Mimosa ceratonia L.
2712,177395,Mimosa daleoides Benth.
2713,177416,Mimosa diplotricha Sauvalle
2714,177644,Mimosa monancistra Benth.
2715,177775,Mimosa pudica L.
2716,17784,Ligusticum canadense (L.) Britton
2717,177846,Mimosa skinneri Benth.
2718,177931,Mimosa watsonii Robinson
2719,177939,Mimosa xanthocentra Mart.
2720,178033,Mucuna coriacea Baker
2721,178044,Mucuna glabrialata (Hauman) Verdc.
2722,178047,Mucuna holtonii (Kuntze) Moldenke
2723,17807,Ligusticum lucidum Mill.
2724,17810,Ligusticum mutellina (L.) Crantz
2725,178101,Mucuna urens (L.) Medik.
2726,178134,Myrospermum frutescens Jacq.
2727,178210,Neptunia oleracea Lour.
2728,178211,Neptunia plena (L.) Benth.
2729,178212,Neptunia pubescens Benth.
2730,178231,Newtonia hildebrandtii (Vatke) Torre
2731,178296,Onobrychis aequidentata (Sm.) d'Urv.
2732,178319,Onobrychis caput-galli (L.) Lam.
2733,178384,Onobrychis montana DC.
2734,178441,Onobrychis viciifolia Scop.
2735,178452,Ononis biflora Desf.
2736,178456,Ononis cintrana Brot.
2737,178464,Ononis fruticosa L.
2738,178478,Ononis natrix L.
2739,178490,Ononis pubescens L.
2740,178491,Ononis pusilla L.
2741,178492,Ononis reclinata L.
2742,178495,Ononis rotundifolia L.
2743,178500,Ononis spinosa L.
2744,178503,Ononis subspicata Lag.
2745,178508,Ononis variegata L.
2746,178511,Ononis viscosa L.
2747,17862,Lomatium chandleri (M.E. Jones) J.F. Macbr.
2748,17868,Lomatium cookii Kagan
2749,178699,Ornithopus compressus L.
2750,1787,Hygrophila pilosa Burkill
2751,178703,Ornithopus pinnatus (Mill.) Druce
2752,178704,Ornithopus sativus Brot.
2753,17877,Lomatium engelmannii Mathias
2754,178776,Otoptera burchellii DC.
2755,178813,Oxyrhynchus volubilis Brandegee
2756,17889,Lomatium howellii (S. Watson) Jeps.
2757,17891,Lomatium insulare (Eastw.) Munz
2758,178949,Oxytropis deflexa (Pall.) DC.
2759,17897,Lomatium latilobum (Rydb.) Mathias
2760,179011,Oxytropis halleri Koch
2761,17902,Lomatium millefolium (M.E. Jones) J.F. Macbr.
2762,179047,Oxytropis jacquinii Bunge
2763,179088,Oxytropis lambertii Pursh
2764,179092,Oxytropis lapponica (Wahlenb.) Gay
2765,17920,Lomatium repostum (Jeps.) Mathias
2766,179205,Oxytropis pilosa (L.) DC.
2767,17921,Lomatium rigidum (M.E. Jones) Jeps.
2768,179291,Oxytropis sheldonensis A.E. Porsild
2769,179306,Oxytropis splendens Douglas
2770,179413,Pachyrhizus erosus (L.) Urb.
2771,179443,Paraderris elliptica (Wall.) Adema
2772,179485,Parkia filicoidea Oliv.
2773,179514,Parkinsonia aculeata L.
2774,179572,Pearsonia grandifolia (Bolus) Polhill
2775,179575,Pearsonia mesopontica Polhill
2776,179582,Pediomelum californicum (S. Watson) Rydb.
2777,179588,Pediomelum sonorae Rydb.
2778,179633,Peltophorum africanum Sond.
2779,179643,Pentaclethra macroloba (Willd.) Kuntze
2780,179653,Pericopsis angolensis (Baker) Meeuwen
2781,17978,Meum athamanticum Jacq.
2782,179782,Phaseolus coccineus L.
2783,179802,Phaseolus lunatus L.
2784,179858,Philenoptera bussei (Harms) Schrire
2785,179947,Piptadenia flava (DC.) Benth.
2786,180021,Piscidia carthagenensis Jacq.
2787,180028,Piscidia piscipula (L.) Sarg.
2788,180036,Pisum sativum L.
2789,180058,Pithecellobium discolor Britton
2790,180061,Pithecellobium dulce (Roxb.) Benth.
2791,180067,Pithecellobium furcatum Benth.
2792,180082,Pithecellobium lanceolatum (Willd.) Benth.
2793,180174,Platymiscium parviflorum Benth.
2794,18018,Myrrhis odorata (L.) Scop.
2795,180366,Prosopis alba Griseb.
2796,180383,Prosopis glandulosa Torr.
2797,180387,Prosopis juliflora (Sw.) DC.
2798,180395,Prosopis pubescens Benth.
2799,180397,Prosopis reptans Benth.
2800,180408,Prosopis velutina Wooton
2801,180474,Psophocarpus scandens (Endl.) Verdc.
2802,180487,Psoralea argophylla Pursh
2803,180500,Psoralea cuspidata Pursh
2804,180549,Psoralea pinnata L.
2805,180568,Psoralea tenuiflora Pursh
2806,180588,Psorothamnus schottii (Torr.) Barneby
2807,180675,Pterolobium stellatum (Forssk.) Brenan
2808,180694,Pueraria montana (Lour.) Merr.
2809,180696,Pueraria phaseoloides (Roxb.) Benth.
2810,18089,Oenanthe aquatica (L.) Poir.
2811,18094,Oenanthe fistulosa L.
2812,18095,Oenanthe fluviatilis (Bab.) Coleman
2813,18109,Oenanthe pimpinelloides L.
2814,18113,Oenanthe sarmentosa C. Presl ex DC.
2815,181430,Racosperma simplex (Sparrm.) Pedley
2816,181600,Retama monosperma (L.) Boiss.
2817,18169,Osmorhiza longistylis (Torr.) DC.
2818,181764,Rhynchosia monophylla Schltr.
2819,18181,Oxypolis fendleri (A. Gray) A. Heller
2820,181812,Rhynchosia reticulata (Sw.) DC.
2821,181838,Rhynchosia sublobata (Schum.) Meikle
2822,18185,Oxypolis rigidior (L.) Raf.
2823,181874,Robinia hispida L.
2824,181900,Saraca asoca (Roxb.) Willd.
2825,181907,Saraca indica L.
2826,181943,Schotia brachypetala Sond.
2827,181996,Scorpiurus muricatus L.
2828,181997,Scorpiurus vermiculatus L.
2829,182011,Securigera varia (L.) Lassen
2830,18207,Pastinaca sativa L.
2831,182110,Senna artemisioides Isely
2832,182113,Senna auriculata (L.) Roxb.
2833,182122,Senna bicapsularis (L.) Roxb.
2834,18213,Perideridia americana (Nutt.) Rchb. ex Steud.
2835,182200,Senna italica Mill.
2836,18221,Perideridia kelloggii (A. Gray) Mathias
2837,182222,Senna marilandica (L.) Link
2838,182247,Senna occidentalis (L.) Link
2839,18225,Perideridia oregana (S. Watson) Mathias
2840,182262,Senna petersiana (Bolle) Lock
2841,182304,Senna singueana (Delile) Lock
2842,18233,Petroselinum crispum (Mill.) Fuss
2843,182396,Sesbania drummondii (Rydb.) Cory
2844,182398,Sesbania emerus (Aubl.) Urb.
2845,182403,Sesbania grandiflora (L.) Pers.
2846,182424,Sesbania punicea (Cav.) Benth.
2847,182428,Sesbania sesban (L.) Merr.
2848,182526,Sophora chrysophylla (Salisb.) Seem.
2849,182552,Sophora microphylla Aiton
2850,182560,Sophora prostrata Buchanan
2851,182565,Sophora secundiflora (Ortega) DC.
2852,182571,Sophora toromiro Skottsb.
2853,182581,Spartium junceum L.
2854,182645,Sphaerophysa salsula (Pall.) DC.
2855,182892,Strophostyles helvula (L.) Elliott
2856,182910,Stryphnodendron microstachyum Poepp.
2857,182947,Stylosanthes hamata (L.) Taub.
2858,182965,Stylosanthes scabra Vogel
2859,182974,Stylosanthes viscosa Sw.
2860,182979,Styphnolobium japonicum (L.) Schott
2861,183027,Swainsona novae-zelandiae Hook.
2862,18305,Peucedanum oreoselinum (L.) Moench
2863,183101,Swartzia flaemingii Raddi
2864,183210,Swartzia simplex (Sw.) Spreng.
2865,183247,Syrmatium decumbens (Benth.) Greene
2866,183249,Syrmatium glabrum Vogel
2867,183345,Tamarindus indica L.
2868,18340,Peucedanum villosum (Raf.) Nutt. ex S. Watson
2869,183400,Tephrosia aequilata Baker
2870,183470,Tephrosia dasyphylla Baker
2871,183489,Tephrosia elata Deflers
2872,183579,Tephrosia lupinifolia DC.
2873,183615,Tephrosia nicaraguensis Oerst.
2874,183638,Tephrosia pedicellata Baker
2875,18372,Physospermum cornubiense (L.) DC.
2876,183747,Tephrosia virginiana (L.) Pers.
2877,183965,Trichopodium zeylanicum (Gaertn.) Thwaites
2878,183978,Trifolium alpestre L.
2879,183979,Trifolium alpinum L.
2880,183985,Trifolium angustifolium L.
2881,183990,Trifolium arvense L.
2882,183992,Trifolium aureum Pollich
2883,183994,Trifolium badium Schreb.
2884,183996,Trifolium barbigerum Torr.
2885,184018,Trifolium burchellianum Ser.
2886,184024,Trifolium cernuum Brot.
2887,184029,Trifolium ciliolatum Benth.
2888,184042,Trifolium depauperatum Desv.
2889,184058,Trifolium fragiferum L.
2890,184060,Trifolium fucatum Lindl.
2891,184065,Trifolium glomeratum L.
2892,184073,Trifolium hirtum All.
2893,184075,Trifolium hybridum L.
2894,184076,Trifolium incarnatum L.
2895,184095,Trifolium macrocephalum (Pursh) Poir.
2896,184099,Trifolium medium L.
2897,184101,Trifolium micranthum Viv.
2898,184107,Trifolium montanum L.
2899,184111,Trifolium nanum Torr.
2900,184116,Trifolium ochroleucon Huds.
2901,184117,Trifolium oliganthum Steud.
2902,184123,Trifolium pannonicum Jacq.
2903,184143,Trifolium pratense L.
2904,184151,Trifolium repens L.
2905,184152,Trifolium resupinatum L.
2906,184155,Trifolium rubens L.
2907,184160,Trifolium scabrum L.
2908,184171,Trifolium spadiceum L.
2909,184173,Trifolium spumosum L.
2910,184176,Trifolium stellatum L.
2911,184181,Trifolium striatum L.
2912,184182,Trifolium strictum L.
2913,184183,Trifolium subterraneum L.
2914,184184,Trifolium suffocatum L.
2915,184191,Trifolium tomentosum L.
2916,184199,Trifolium uniflorum L.
2917,184206,Trifolium vesiculosum Savi
2918,184208,Trifolium virginicum Small & Vail
2919,18421,Pimpinella huillensis Welw. ex Engl.
2920,184212,Trifolium willdenovii Spreng.
2921,184213,Trifolium wormskioldii Lehm.
2922,184224,Trigonella balansae Boiss. & Reut.
2923,184247,Trigonella foenum-graecum L.
2924,184315,Tripodion tetraphyllum (L.) Fourr.
2925,184349,Ulex argenteus Webb
2926,184351,Ulex boivinii Webb
2927,184356,Ulex europaeus L.
2928,184357,Ulex gallii Planch.
2929,184358,Ulex genistoides Brot.
2930,18436,Pimpinella major (L.) Huds.
2931,184360,Ulex minor Roth
2932,184384,Uraria picta (Jacq.) DC.
2933,184481,Vicia andicola Kunth
2934,184491,Vicia benghalensis L.
2935,184497,Vicia bithynica (L.) L.
2936,184503,Vicia caroliniana Walter
2937,184505,Vicia cassubica L.
2938,184529,Vicia disperma DC.
2939,184532,Vicia dumetorum L.
2940,184539,Vicia faba L.
2941,184553,Vicia gigantea Bunge
2942,184557,Vicia grandiflora Scop.
2943,184560,Vicia hirsuta (L.) Gray
2944,184567,Vicia hybrida L.
2945,184587,Vicia leucantha Biv.
2946,184632,Vicia onobrychioides L.
2947,184634,Vicia orobus DC.
2948,184638,Vicia pannonica Crantz
2949,184643,Vicia peregrina L.
2950,18465,Pimpinella saxifraga L.
2951,184664,Vicia sepium L.
2952,184684,Vicia sylvatica L.
2953,184690,Vicia tetrasperma (L.) Schreb.
2954,184720,Vigna comosa Baker
2955,184758,Vigna luteola (Jacq.) Benth.
2956,184761,Vigna marina (Burm.) Merr.
2957,18477,Pimpinella tibetanica H. Wolff
2958,184800,Vigna schlechteri Harms
2959,184816,Vigna unguiculata (L.) Walp.
2960,18487,Pimpinella villosa Schousb.
2961,184905,Wisteria floribunda (Willd.) DC.
2962,184907,Wisteria sinensis (Sims) Sweet
2963,184914,Xanthocercis zambesiaca (Baker) Dumaz-le-Grand
